ida	idb	label	index	lena	lenb	chunk	model	ptm	iptm	pdockq	ppv	za	zb	da	db	M0	M0x	cclass
CRC-03E211C0AF37B766	CRC-2CBB21C35AF9623A	1	17	409	171	5	2	0.69	0.1400000005960464	0.023930540070057	0.55890174	11.801621714547677	7.885044744837354	0.06845965770171149	0.5029239766081871	0.00086288276	0.0041909493	2
CRC-03E211C0AF37B766	CRC-6F6A7055D9F33772	1	18	409	216	5	5	0.76	0.6800000071525574	0.1949519513546601	0.74006263	11.801621714547677	7.765239574291088	0.06845965770171149	0.39351851851851855	0.0013840562	0.0039627724	2
CRC-03F6742DA4B798D0	CRC-2AF8FDD248A86C41	1	19	346	153	5	1	0.63	0.2199999988079071	0.1232545007636836	0.70615739	10.960638674697435	5.562995062934028	0.15895953757225434	0.5620915032679739	0.0009021135	0.0039642635	1
CRC-03F6742DA4B798D0	CRC-511875677737F6C0	1	20	346	238	5	2	0.51	0.1500000059604644	0.0848790369960597	0.66728511	10.960638674697435	12.607378791360293	0.15895953757225434	0.04201680672268908	0.0008611029	0.0047332835	2
CRC-03F6742DA4B798D0	CRC-573F6D729CED1C3D	1	21	346	291	5	2	0.5	0.1800000071525573	0.0250784675148883	0.55890174	10.960638674697435	12.491979435137457	0.15895953757225434	0.024054982817869417	0.00087991974	0.0040298207	1
CRC-03F6742DA4B798D0	CRC-89EDF1AE382246A2	1	22	346	258	5	3	0.51	0.1700000017881393	0.0547501528556545	0.63555449	10.960638674697435	5.370807972989341	0.15895953757225434	0.7054263565891473	0.00085485453	0.0040699653	2
CRC-03F6742DA4B798D0	CRC-90122F32C34F16AE	1	23	346	224	5	4	0.55	0.2000000029802322	0.0998992326710288	0.66728511	10.960638674697435	11.995989118303571	0.15895953757225434	0.03571428571428571	0.0008753639	0.004025719	2
CRC-03F6742DA4B798D0	CRC-95DCD6FAEED621E6	1	24	346	336	5	5	0.56	0.3400000035762787	0.0773578791754405	0.66728511	10.960638674697435	9.563601539248513	0.15895953757225434	0.24404761904761904	0.00086822454	0.004085572	2
CRC-03F6742DA4B798D0	CRC-A945866B56ED3B83	1	25	346	468	5	1	0.52	0.1700000017881393	0.0290543291958889	0.55890174	10.960638674697435	10.645738128922943	0.15895953757225434	0.20726495726495728	0.0008698804	0.0040706825	1
CRC-03F6742DA4B798D0	CRC-C71A0BF8533B5D51	1	26	346	309	5	4	0.51	0.1800000071525573	0.1649224085255521	0.73044282	10.960638674697435	10.92097369444023	0.15895953757225434	0.19741100323624594	0.0008930962	0.004437109	1
CRC-03F6742DA4B798D0	CRC-F49A43CE49A28A0C	1	27	346	228	5	2	0.56	0.25	0.0571898726943997	0.63555449	10.960638674697435	10.322727136444627	0.15895953757225434	0.29385964912280704	0.0008604078	0.004295417	2
CRC-03F6742DA4B798D0	CRC-FC2F00617EE07EB3	1	28	346	284	5	3	0.53	0.2199999988079071	0.0690431120138411	0.63555449	10.960638674697435	10.289896360585388	0.15895953757225434	0.1619718309859155	0.0008824129	0.004259687	1
CRC-040624D691ECF879	CRC-65F180938A9BEF1E	1	29	740	169	5	2	0.77	0.1400000005960464	0.0	0.0	11.354348342483108	7.097382494683802	0.1608108108108108	0.4911242603550296	0.0008609893	0.0039527537	2
CRC-0518B04A0E991529	CRC-5AB5DF554D9978B4	1	32	328	338	5	1	0.53	0.449999988079071	0.1263279589208835	0.70615739	3.9118592797256095	11.881136741863905	0.7774390243902439	0.1242603550295858	0.00085241394	0.0039234105	1
CRC-0518B04A0E991529	CRC-6D14C8BE6C540F0D	1	33	328	128	5	4	0.23	0.2199999988079071	0.0416577512984092	0.63555449	3.9118592797256095	4.776438474655151	0.7774390243902439	0.7578125	0.0008499981	0.0039104414	1
CRC-0518B04A0E991529	CRC-B5D235E01F1FE467	1	34	328	507	5	2	0.37	0.1000000014901161	0.0182588935619795	0.55890174	3.9118592797256095	9.012719389484714	0.7774390243902439	0.28007889546351084	0.0008848462	0.0039285775	1
CRC-08464806153F8832	CRC-9315CFBBAA0FD3A7	1	35	518	443	5	4	0.43	0.1800000071525573	0.0842079295362828	0.66728511	9.586639286468388	11.951793524266366	0.3223938223938224	0.10158013544018059	0.0008617123	0.0039459183	1
CRC-08F9E8BFEC42FCF3	CRC-3ECFE6A3CE3DB539	1	37	640	241	5	4	0.26	0.1299999952316284	0.0	0.0	11.8248779296875	9.110165164678424	0.15	0.3941908713692946	0.0010716026	0.0039361566	2
CRC-08F9E8BFEC42FCF3	CRC-569E405EB7C801D0	1	39	640	227	5	5	0.25	0.1099999994039535	0.0	0.0	11.8248779296875	9.999076137458701	0.15	0.2907488986784141	0.00102752	0.00394123	1
CRC-08F9E8BFEC42FCF3	CRC-70E298C9BB154115	1	40	640	264	5	5	0.27	0.1700000017881393	0.0201362341612773	0.55890174	11.8248779296875	5.476467710552794	0.15	0.5909090909090909	0.0010583911	0.00393488	1
CRC-08F9E8BFEC42FCF3	CRC-E3D93D546AD99D81	1	42	640	232	5	1	0.35	0.5099999904632568	0.1510384599171307	0.71391784	11.8248779296875	10.586153490790005	0.15	0.23275862068965517	0.0009694743	0.003937232	1
CRC-0B8B9168E1809B05	CRC-817752F20E262FD3	1	44	233	127	5	2	0.38	0.1299999952316284	0.0188308136442325	0.55890174	5.311241968506907	13.409095103346457	0.7124463519313304	0.047244094488188976	0.00086562254	0.0039972165	2
CRC-0B8B9168E1809B05	CRC-B0CCF1AE76CDA6D2	1	45	233	194	5	1	0.32	0.3100000023841858	0.4011178299099107	0.87116417	5.311241968506907	7.852588771544781	0.7124463519313304	0.4484536082474227	0.0008703799	0.0040457556	3
CRC-0C7507C6F00F0D85	CRC-2CBB21C35AF9623A	1	49	167	171	5	1	0.59	0.4900000095367431	0.2514947885215282	0.78549007	11.212791214446108	7.885044744837354	0.16167664670658682	0.5029239766081871	0.0008540648	0.004045262	3
CRC-0C7507C6F00F0D85	CRC-4CD09B8A06EC6EA5	1	50	167	506	5	2	0.59	0.1800000071525573	0.0	0.0	11.212791214446108	9.98359553521801	0.16167664670658682	0.21541501976284586	0.00086552184	0.004134241	3
CRC-0C7507C6F00F0D85	CRC-C71A0BF8533B5D51	1	51	167	309	5	4	0.51	0.1599999964237213	0.0241393890455276	0.55890174	11.212791214446108	10.92097369444023	0.16167664670658682	0.19741100323624594	0.0038783078	0.0043245587	2
CRC-0C7507C6F00F0D85	CRC-D08133CD8B02A3AC	1	52	167	519	5	1	0.31	0.209999993443489	0.1044079402524682	0.68635536	11.212791214446108	3.4077906378891196	0.16167664670658682	0.815028901734104	0.0008529892	0.0039496366	2
CRC-0C7507C6F00F0D85	CRC-DB8514C1E5005216	1	53	167	275	5	4	0.56	0.1000000014901161	0.0235211328553773	0.55890174	11.212791214446108	12.418180264559659	0.16167664670658682	0.10909090909090909	0.0019171551	0.004119054	3
CRC-0C7507C6F00F0D85	CRC-E34F5A817D81615B	1	54	167	303	5	2	0.43	0.1400000005960464	0.0676759790552969	0.63555449	11.212791214446108	8.999747298338232	0.16167664670658682	0.33003300330033003	0.00086451595	0.0039780643	2
CRC-0CC610356D4AA040	CRC-212472A25D3FF002	1	55	530	424	5	3	0.31	0.2399999946355819	0.0656035269554964	0.63555449	8.765421798993957	6.464246354013119	0.4339622641509434	0.6084905660377359	0.0050016744	0.018198416	1
CRC-0CC610356D4AA040	CRC-34053EE777795A10	1	56	530	292	5	3	0.27	0.209999993443489	0.0865991408819295	0.66728511	8.765421798993957	5.8493455860712755	0.4339622641509434	0.6643835616438356	0.0013783631	0.00888568	1
CRC-0CC610356D4AA040	CRC-7183BF01D2D7D069	1	57	530	146	5	4	0.27	0.209999993443489	0.0406761261376719	0.63555449	8.765421798993957	3.6898377300941783	0.4339622641509434	1.0	0.00085068354	0.004035369	2
CRC-0F22B9CA1DBD87AE	CRC-3312B39453544BDF	1	66	331	282	5	4	0.53	0.2599999904632568	0.1027771708197834	0.68635536	12.382785946941087	4.278508179576685	0.09667673716012085	0.975177304964539	0.00085069414	0.003937475	2
CRC-0F22B9CA1DBD87AE	CRC-4954E7F712A87BBE	1	67	331	159	5	4	0.63	0.2199999988079071	0.1047131434390339	0.68635536	12.382785946941087	4.9393723205950275	0.09667673716012085	0.8867924528301887	0.0008505742	0.003959448	2
CRC-1118D58901CDF3FC	CRC-16E7B1604FEB0029	1	70	198	292	5	2	0.65	0.75	0.5504083756103989	0.91629946	3.34089706883286	11.07184569476402	0.8080808080808081	0.18493150684931506	0.0013499587	0.004087466	1
CRC-1127CBF7ED3C705D	CRC-F6E9AB01D6308C83	1	72	396	328	5	1	0.5	0.1500000059604644	0.022706117319162	0.55890174	10.382671317668876	11.758537106397675	0.24494949494949494	0.10060975609756098	0.0008963618	0.003945821	2
CRC-12BE86728D54F794	CRC-9315CFBBAA0FD3A7	1	74	329	443	5	4	0.39	0.1400000005960464	0.0186013643422373	0.55890174	8.537895225826368	11.951793524266366	0.42857142857142855	0.10158013544018059	0.0009843127	0.0040187524	1
CRC-12BE86728D54F794	CRC-AC24810FC35B6F09	1	75	329	63	5	1	0.61	0.2599999904632568	0.0417877709837829	0.63555449	8.537895225826368	2.391145736452133	0.42857142857142855	1.0	0.0008496871	0.004018661	2
CRC-12BE86728D54F794	CRC-AFB5AF5C286A55DE	1	76	329	251	5	4	0.53	0.2300000041723251	0.082036177951104	0.66728511	8.537895225826368	13.106613584723606	0.42857142857142855	0.0398406374501992	0.00088124245	0.0039416966	2
CRC-12BE86728D54F794	CRC-B1163143D1292259	1	77	329	118	5	5	0.55	0.1800000071525573	0.0628381407185721	0.63555449	8.537895225826368	1.0040309065479343	0.42857142857142855	1.0	0.0008524638	0.004080176	2
CRC-12E45FF6696080F8	CRC-8E704CBEAB928BF5	1	79	351	630	5	2	0.28	0.2000000029802322	0.0740048336001797	0.66728511	8.990527378527867	9.238872806609622	0.3076923076923077	0.3	0.0010398012	0.0039802524	1
CRC-12E45FF6696080F8	CRC-B0CCF1AE76CDA6D2	1	80	351	194	5	2	0.29	0.1400000005960464	0.2211505260922107	0.77766077	8.990527378527867	7.852588771544781	0.3076923076923077	0.4484536082474227	0.00090405514	0.004122402	2
CRC-12E45FF6696080F8	CRC-B62134DD1BEB636B	1	81	351	291	5	1	0.25	0.1000000014901161	0.0762609310336236	0.66728511	8.990527378527867	7.917206964132302	0.3076923076923077	0.48109965635738833	0.0008799423	0.0039484757	1
CRC-130330D78493C4D8	CRC-34053EE777795A10	1	83	450	292	5	2	0.57	0.5099999904632568	0.145899032597483	0.71391784	11.484173177083333	5.8493455860712755	0.1511111111111111	0.6643835616438356	0.0009500831	0.003947345	1
CRC-14216A4E58987284	CRC-6927EC0BD86D375C	1	84	214	627	5	3	0.48	0.3600000143051147	0.1885671941312593	0.74006263	5.994926096122955	9.252876829302481	0.6401869158878505	0.3588516746411483	0.00094713754	0.0039508147	2
CRC-1583474AF5A45E8D	CRC-27A13F39C089F722	1	85	615	365	5	1	0.59	0.1800000071525573	0.0412676050746275	0.63555449	11.78251556148374	4.257236094017552	0.11219512195121951	0.7424657534246575	0.0008573818	0.0039451183	1
CRC-1583474AF5A45E8D	CRC-C26958E8BB90B02F	1	86	615	303	5	1	0.65	0.270000010728836	0.0569548343863599	0.63555449	11.78251556148374	10.598315349113037	0.11219512195121951	0.20462046204620463	0.000933368	0.0039744494	2
CRC-16E7B1604FEB0029	CRC-9315CFBBAA0FD3A7	1	87	292	443	5	2	0.39	0.3199999928474426	0.092922962381561	0.66728511	11.07184569476402	11.951793524266366	0.18493150684931506	0.10158013544018059	0.0008826067	0.0039398805	1
CRC-17999B7FDD3C6A52	CRC-C4E47E9313BB47B5	1	88	368	363	5	1	0.23	0.1199999973177909	0.0594649377000591	0.63555449	7.404402774313222	8.678981644391357	0.5217391304347826	0.3884297520661157	0.0010153454	0.004065399	1
CRC-17ACB540FD5B975B	CRC-44DFADF69D598682	1	89	117	580	5	5	0.55	0.6700000166893005	0.1792626725398643	0.74006263	13.125667735042734	10.985303365773168	0.03418803418803419	0.19827586206896552	0.0008889561	0.0039227693	2
CRC-17ACB540FD5B975B	CRC-4E9ABF640795F0A9	1	90	117	155	5	2	0.48	0.6000000238418579	0.1031572932989071	0.68635536	13.125667735042734	9.192637978830644	0.03418803418803419	0.36774193548387096	0.001156023	0.004113997	1
CRC-17ACB540FD5B975B	CRC-5B070FE11D78D0A4	1	91	117	688	5	3	0.5	0.8799999952316284	0.095084648661359	0.66728511	13.125667735042734	8.436599110448084	0.03418803418803419	0.4258720930232558	0.00094287697	0.0039196517	1
CRC-17ACB540FD5B975B	CRC-AA5FD94A98446863	1	92	117	716	5	3	0.32	0.800000011920929	0.0583354496085598	0.63555449	13.125667735042734	6.66430510622163	0.03418803418803419	0.5181564245810056	0.00089605607	0.0039155288	2
CRC-17ACB540FD5B975B	CRC-D81B96BEAD50D871	1	93	117	636	5	3	0.24	0.800000011920929	0.0914870182298374	0.66728511	13.125667735042734	8.041161975020882	0.03418803418803419	0.4386792452830189	0.00094861817	0.003921486	1
CRC-17ACB540FD5B975B	CRC-DC3E535979396B67	1	94	117	293	5	4	0.42	0.8799999952316284	0.1885769137715671	0.74006263	13.125667735042734	2.937585407556527	0.03418803418803419	0.8600682593856656	0.0008906187	0.0039416044	2
CRC-17ACB540FD5B975B	CRC-E7C0A4211DBF04AB	1	95	117	317	5	3	0.58	0.3199999928474426	0.0486518866479969	0.63555449	13.125667735042734	10.872865117310726	0.03418803418803419	0.1829652996845426	0.0008965915	0.0039523346	1
CRC-17BBC78690C69C5C	CRC-759B1BFF358943A8	1	96	306	413	5	3	0.37	0.3600000143051147	0.154653332987564	0.73044282	5.8360553816253065	9.359905843296005	0.6437908496732027	0.36803874092009686	0.0009495943	0.0041376795	2
CRC-17CCF21BA2827826	CRC-7B58685CA759D424	1	98	580	309	5	2	0.45	0.3600000143051147	0.0868373616157413	0.66728511	9.778461009058459	7.1831269989507485	0.3448275862068966	0.49514563106796117	0.0014339008	0.00438449	1
CRC-17CCF21BA2827826	CRC-F329B39D0F3EB253	1	101	580	244	5	5	0.45	0.1899999976158142	0.0304432865567807	0.63555449	9.778461009058459	4.675695700723617	0.3448275862068966	0.7786885245901639	0.0013320671	0.005171481	1
CRC-1971601D90F1D0AD	CRC-D08133CD8B02A3AC	1	102	439	519	5	4	0.23	0.1299999952316284	0.0	0.0	9.551542729614535	3.4077906378891196	0.31662870159453305	0.815028901734104	0.002169025	0.0047488445	1
CRC-199AF07A30D5BCA6	CRC-FF0EAE8EDC7BCBE9	1	103	313	299	5	4	0.33	0.1199999973177909	0.0740901983433527	0.66728511	10.681180423821885	11.092932863777696	0.23961661341853036	0.21739130434782608	0.00091363996	0.003952776	1
CRC-1AB0FCDCC2B00E00	CRC-44AD1817D6C536D6	1	104	176	135	5	3	0.55	0.1199999973177909	0.0388514825493254	0.63555449	12.906782670454545	11.454398148148147	0.0625	0.1037037037037037	0.00097642385	0.0055469177	2
CRC-1AB0FCDCC2B00E00	CRC-6F6A7055D9F33772	1	105	176	216	5	1	0.54	0.2800000011920929	0.1408413810597246	0.71391784	12.906782670454545	7.765239574291088	0.0625	0.39351851851851855	0.0016370962	0.004023076	3
CRC-1AE2FAE62D2B28C6	CRC-287D6C5BFCADBD0B	1	106	490	317	5	5	0.61	0.1599999964237213	0.2234952448594397	0.77766077	12.422987832828444	5.938620678633922	0.08571428571428572	0.7570977917981072	0.00086140534	0.0039695087	3
CRC-1AE2FAE62D2B28C6	CRC-63D09D927D452FCC	1	108	490	434	5	3	0.55	0.1800000071525573	0.1534739701654356	0.71391784	12.422987832828444	8.327586371777794	0.08571428571428572	0.45852534562211983	0.0009194787	0.00393691	3
CRC-1AE2FAE62D2B28C6	CRC-AFB5AF5C286A55DE	1	110	490	251	5	2	0.66	0.1599999964237213	0.0213903215753256	0.55890174	12.422987832828444	13.106613584723606	0.08571428571428572	0.0398406374501992	0.0008624804	0.0039407583	3
CRC-1AE2FAE62D2B28C6	CRC-D8632FFAAA162587	1	111	490	347	5	5	0.57	0.1400000005960464	0.5147870610611167	0.90043139	12.422987832828444	8.25620148848388	0.08571428571428572	0.3976945244956772	0.00095748046	0.0039498126	2
CRC-1AE2FAE62D2B28C6	CRC-DB124F0167E6CE0A	1	112	490	444	5	3	0.56	0.5199999809265137	0.1969122259176367	0.75941223	12.422987832828444	4.8485971399255705	0.08571428571428572	0.7184684684684685	0.001120087	0.003939845	2
CRC-1AF0BE6416422109	CRC-227A7F6944EC621F	1	113	359	307	5	4	0.41	0.1400000005960464	0.0191468084784174	0.55890174	10.105016851823642	10.752071815515574	0.2618384401114206	0.2247557003257329	0.0009476705	0.0043569095	1
CRC-1AF0BE6416422109	CRC-3F56B4C689B317BE	1	114	359	372	5	5	0.49	0.1500000059604644	0.0424156655556949	0.63555449	10.105016851823642	9.49695825064054	0.2618384401114206	0.3225806451612903	0.0017367682	0.0040467414	1
CRC-1AF0BE6416422109	CRC-D5C556E17B55E252	1	116	359	313	5	1	0.51	0.1899999976158142	0.0242281775350934	0.55890174	10.105016851823642	11.610629243210862	0.2618384401114206	0.134185303514377	0.0009735962	0.004015679	1
CRC-1B5D9EA93C3BB319	CRC-324AD76EA1165C44	1	117	470	264	5	5	0.21	0.0900000035762786	0.0	0.0	9.561241636884974	6.7693039865204785	0.33617021276595743	0.5795454545454546	0.00085672596	0.0039346092	2
CRC-1B5D9EA93C3BB319	CRC-8467F2B515681CCA	1	120	470	281	5	4	0.22	0.0900000035762786	0.0	0.0	9.561241636884974	4.887228534739212	0.33617021276595743	0.7366548042704626	0.00088744506	0.0039566043	1
CRC-1B5D9EA93C3BB319	CRC-FF0EAE8EDC7BCBE9	1	122	470	299	5	2	0.24	0.0900000035762786	0.0	0.0	9.561241636884974	11.092932863777696	0.33617021276595743	0.21739130434782608	0.00087527296	0.0039796266	1
CRC-1BF1F37F41E21049	CRC-CCD5E802E1C9E604	1	123	71	195	5	2	0.52	0.25	0.0443091967785011	0.63555449	9.574741417253522	10.202845803285257	0.352112676056338	0.28205128205128205	0.0008569676	0.00402679	2
CRC-1D371050C7D7BF8D	CRC-203E236D8E304A8A	1	124	423	209	5	1	0.83	0.8199999928474426	0.4640315848727946	0.88570037	12.237804223459664	11.449522465610048	0.09692671394799054	0.23444976076555024	0.0015604196	0.0052455654	1
CRC-1D371050C7D7BF8D	CRC-3DD873AAED8AEA71	1	125	423	228	5	3	0.59	0.1500000059604644	0.1817110870528362	0.74006263	12.237804223459664	10.750658001816063	0.09692671394799054	0.2412280701754386	0.00088837906	0.00396018	2
CRC-1D50C818B7F029ED	CRC-B89D59E8118684A3	1	127	329	457	5	3	0.32	0.25	0.0525264802970051	0.63555449	11.25865790184508	3.6513543661105032	0.23100303951367782	0.8227571115973742	0.00087723834	0.003964751	2
CRC-1DA02B5842483080	CRC-CCBEC88E8850FC11	1	129	407	523	5	3	0.59	0.270000010728836	0.1502876503151948	0.71391784	10.17987128030463	10.919840300288302	0.26044226044226043	0.16634799235181644	0.019192392	0.0045884307	3
CRC-1E5CC647A4A7193B	CRC-9AB0F456F2DC5580	1	130	451	480	5	3	0.5	0.3000000119209289	0.0489758884357824	0.63555449	11.173537700509286	6.581861941019694	0.16186252771618626	0.5583333333333333	0.000851493	0.003926751	1
CRC-1E5CC647A4A7193B	CRC-B89D59E8118684A3	1	132	451	457	5	4	0.49	0.449999988079071	0.1723309947962668	0.73044282	11.173537700509286	3.6513543661105032	0.16186252771618626	0.8227571115973742	0.0008724594	0.0039197095	1
CRC-1E5CC647A4A7193B	CRC-DB80D4B4BD8CB7E7	1	133	451	321	5	2	0.56	0.1500000059604644	0.086822111286373	0.66728511	11.173537700509286	7.921371317355432	0.16186252771618626	0.4953271028037383	0.000865218	0.00391965	1
CRC-1E8DD4A350DCCC4F	CRC-227A7F6944EC621F	1	135	137	307	5	2	0.4	0.2000000029802322	0.0589953292097199	0.63555449	10.08367073448905	10.752071815515574	0.31386861313868614	0.2247557003257329	0.015170188	0.004288035	2
CRC-1E8DD4A350DCCC4F	CRC-3C0978532B088F97	1	136	137	265	5	1	0.68	0.2800000011920929	0.1030237312613047	0.68635536	10.08367073448905	11.571195091391509	0.31386861313868614	0.06037735849056604	0.0009216544	0.0047006584	3
CRC-1F34608F99DCEA39	CRC-EC228BD0C9E643F1	1	137	621	307	5	3	0.58	0.1299999952316284	0.0233477955198452	0.55890174	11.228595039502817	10.460797536644952	0.16747181964573268	0.250814332247557	0.0008887698	0.003972636	1
CRC-1F3B8F63F59444F3	CRC-7183BF01D2D7D069	1	138	749	146	5	1	0.73	0.1299999952316284	0.0	0.0	10.450214380893275	3.6898377300941783	0.1909212283044059	1.0	0.0008498211	0.003940725	2
CRC-208143A311BA9262	CRC-306C2057359CD049	1	140	478	65	5	3	0.72	0.2599999904632568	0.0831802920243788	0.66728511	11.63237529419456	3.8371243990384616	0.14435146443514643	0.9538461538461539	0.000853586	0.0039282287	2
CRC-208143A311BA9262	CRC-AB9BC8BFE2850E92	1	141	478	180	5	3	0.59	0.2199999988079071	0.0685586477216823	0.63555449	11.63237529419456	6.427091471354166	0.14435146443514643	0.6666666666666666	0.00085419294	0.003929348	2
CRC-208143A311BA9262	CRC-AC24810FC35B6F09	1	142	478	63	5	3	0.73	0.3000000119209289	0.0721833118925173	0.66728511	11.63237529419456	2.391145736452133	0.14435146443514643	1.0	0.0008505575	0.0039444156	2
CRC-208143A311BA9262	CRC-DB4505A217811BD0	1	143	478	440	5	2	0.53	0.3799999952316284	0.2018761128045556	0.75941223	11.63237529419456	11.984326171875	0.14435146443514643	0.07727272727272727	0.0008595113	0.0039475285	2
CRC-208143A311BA9262	CRC-E9B937C78BA167C3	1	144	478	302	5	5	0.46	0.1899999976158142	0.046466194380271	0.63555449	11.63237529419456	6.890529102047547	0.14435146443514643	0.5860927152317881	0.00085379137	0.0039417394	1
CRC-212472A25D3FF002	CRC-A23E9EF33C4BD3A1	1	145	424	456	5	4	0.51	0.1400000005960464	0.0186853629924065	0.55890174	6.464246354013119	10.522716455292283	0.6084905660377359	0.21271929824561403	0.0010379892	0.0039666872	2
CRC-21466BDCB335DE98	CRC-A6043EBEED61FBB7	1	146	228	391	5	1	0.63	0.7200000286102295	0.5647145498337508	0.91629946	12.464665998492325	12.471727141943735	0.09649122807017543	0.0792838874680307	0.0009914661	0.006617935	1
CRC-227A4503F960A10F	CRC-F071DD30B385603F	1	147	400	440	5	3	0.46	0.25	0.0902633016041017	0.66728511	4.020177154541016	10.136711259321732	0.7525	0.24545454545454545	0.0030207958	0.005254485	2
CRC-227A7F6944EC621F	CRC-236A4BEFF427EA3E	1	148	307	186	5	2	0.41	0.4600000083446502	0.1487114083737591	0.71391784	10.752071815515574	3.749477099346858	0.2247557003257329	0.8279569892473119	0.00091970654	0.0040713074	1
CRC-227A7F6944EC621F	CRC-2CBB21C35AF9623A	1	149	307	171	5	5	0.39	0.1700000017881393	0.0778956355553246	0.66728511	10.752071815515574	7.885044744837354	0.2247557003257329	0.5029239766081871	0.0008971026	0.0046134307	2
CRC-227A7F6944EC621F	CRC-3C007F595E3C7A02	1	150	307	673	5	1	0.55	0.1800000071525573	0.0209128914835168	0.55890174	10.752071815515574	9.749614698571579	0.2247557003257329	0.27934621099554235	0.002529014	0.003975826	1
CRC-227A7F6944EC621F	CRC-44AD1817D6C536D6	1	151	307	135	5	1	0.41	0.1599999964237213	0.0401108358396343	0.63555449	10.752071815515574	11.454398148148147	0.2247557003257329	0.1037037037037037	0.0009491452	0.004546839	1
CRC-227A7F6944EC621F	CRC-49D0B1870F390B39	1	152	307	240	5	4	0.39	0.1700000017881393	0.093562645278863	0.66728511	10.752071815515574	10.352506510416667	0.2247557003257329	0.2875	0.0008830892	0.0040384014	1
CRC-227A7F6944EC621F	CRC-51DE633A205EBE86	1	153	307	300	5	2	0.52	0.1299999952316284	0.0775644058217572	0.66728511	10.752071815515574	11.902032877604167	0.2247557003257329	0.15	0.004537727	0.0039856588	1
CRC-227A7F6944EC621F	CRC-70F6C604E9E26662	1	154	307	215	5	1	0.36	0.1400000005960464	0.0594790879017303	0.63555449	10.752071815515574	11.08641215479651	0.2247557003257329	0.18604651162790697	0.0016365959	0.0042193127	2
CRC-227A7F6944EC621F	CRC-8276320AD714FACD	1	155	307	261	5	2	0.34	0.1500000059604644	0.0241303926658426	0.55890174	10.752071815515574	8.632441612039033	0.2247557003257329	0.4329501915708812	0.0073186685	0.004391375	2
